Country Name,Country Code,Country Code.1,Region,Income Group,Sub-Region,INFORM: Hazard & Exposure risk score,INFORM: Vulnerability risk score,INFORM: Lack of Coping Capacity risk score,INFORM: Epidemic risk score,INFORM: Epidemic risk class,Death by communicable diseases (% of total),Diabetes prevalence (% of population ages 20 to 79),"Employment in agriculture, female (%)","Employment in agriculture, male (%)","Employment in industry, female (%)","Employment in industry, male (%)","Employment in services, female (%)","Employment in services, male (%)",Fixed broadband subscriptions (# per 100 people),Fixed telephone subscriptions (# per 100 people),GDP growth (annual %),GDP per capita (current US$),GDP per capita growth (annual %),"GNI, PPP (current international $)","GNI per capita, PPP (current international $)","Labor force, total (#)",Mobile subscriptions (# per 100 people),Net migration (#),Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Population ages 65 and above (% of total population),Urban population (%),"Population, total (#)",Refugee population by country of asylum (#),"Wage and salaried workers, female (%)","Wage and salaried workers, male (%)",Handwashing with soap (%),Government health expenditure (%),Hospital bed density (#),"Medical doctors (# per 10,000)",Medical doctors (#),"Nursing and midwife personnel (# per 10,000)",Nurses (#),Policies to implement IHR (score out of 100),Financing to implement IHR (score out of 100),Financing to respond to health emergencies (score out of 100),IHR coordination (score out of 100),Lab testing access (score out of 100),Early warning surveillance (score out of 100),Mechanism for event management (score out of 100),Human Resources to implement IHR (score out of 100),Emergency preparedness planning (score out of 100),Management of health emergency response (score out of 100),Emergency resource mobilization (score out of 100),IHR case management (score out of 100),Infection prevention and control (score out of 100),Access to essential health services (score out of 100),Risk communication capacity (score out of 100),Transportation capacity (score out of 100),Health response at points of entry (score out of 100),Detection resources and alert (score out of 100),People affected by Natural Disasters.1,People affected by Natural Disasters.2,Humanitarian Aid (FTS).1,INFORM: Region Hazard & Exposure risk score,INFORM: Region Vulnerability risk score,INFORM: Region Lack of Coping Capacity risk score,INFORM: Region Epidemic risk score,INFORM: Income Group Hazard & Exposure risk score,INFORM: Income Group Vulnerability risk score,INFORM: Income Group Lack of Coping Capacity risk score,INFORM: Income Group Epidemic risk score,INFORM: Hazard & Exposure risk class,INFORM: Vulnerability risk class,INFORM: Lack of Coping Capacity risk class
Nicaragua,NIC,NIC,Latin America & Caribbean,Lower middle income,Central America,4.3,5.5,4.1,4.6,Medium,10.9,11.4,8.336999893,44.70399857,40.86999989,18.36899948,79.59899902,36.92599869,2.9759952089999997,5.039377459,-3.8160601030000003,2028.894755,-5.015965544,34932852076.0,5400,3048653,115.0959067,-106360,30.201681199999996,64.55082135,5.247497448,27.69536978,6465513,326,49.59899902,56.50600052,74,23.95,9,9.775,6320,15.334000000000001,9914,100,100,100,20,100,80,80,80,100,80,100,60,60,100,80,100,80,60,313000,94513,72.58,3.774074074074074,4.633333333333334,3.955555555555555,4.055555555555555,4.732558139534883,5.0023255813953496,5.027906976744186,4.872093023255812,Medium,High,Medium
Niger,NER,NER,Sub-Saharan Africa,Low income,Western Africa,7.0,6.7,6.8,6.8,Very High,62.7,2.4,69.83899689,78.91100311,93.6760025,4.3979997630000005,19.17099953,16.69099998,0.040041881,0.529349032,6.483066704,413.980305,2.495334702,23333784351.0,1040,8423151,40.63849996,20001,49.98432461,47.42066751,2.595007883,32.92722097,22442948,175418,2.362999916,8.07199955,14,7.57,3,0.433,900,2.695,4746,20,20,20,60,80,80,80,80,40,20,20,40,20,20,20,20,20,40,134292,223000,6345.6,6.263043478260868,5.606521739130434,6.282608695652174,6.021739130434782,6.3470588235294105,5.897058823529411,6.447058823529412,6.202941176470589,Very High,Very High,Very High
Nigeria,NGA,NGA,Sub-Saharan Africa,Lower middle income,Western Africa,6.7,6.1,5.7,6.2,High,62.7,3.1,23.83300018,44.14599991,77.61199856,11.77499962,63.36399841,44.07899857,0.037761388,0.071724941,1.9372680690000001,2028.1819699999999,-0.66557908,1120000000000.0,5710,59873795,88.18424125,-300000,43.86663998,53.38598302,2.747377005,13.65303725,195874740,34738,13.11800003,22.91600037,39,8.17,5,3.806,74543,11.792,110105,40,60,60,100,60,60,80,60,40,60,40,40,40,20,20,60,40,20,1939285,131284,17430.81,6.263043478260868,5.606521739130434,6.282608695652174,6.021739130434782,4.732558139534883,5.0023255813953496,5.027906976744186,4.872093023255812,Very High,High,High
Norway,NOR,NOR,Europe & Central Asia,High income: OECD,Northern Europe,2.5,3.8,1.2,2.3,Low,7.3,5.3,1.021000028,2.97300005,4.906000108,30.31900024,92.13600159,66.70700073,41.33635646,10.5085986,1.289548201,81697.24597999999,0.577326046,363000000000.0,68310,2829069,107.17371159999999,140000,17.54903838,65.40173947,17.04922216,23.158088600000003,5311916,57026,95.71600342,91.60600281,98,18.21,39,29.164,15568,182.248,94329,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,60,60,80,0,0,-35.91,3.014583333333333,3.8666666666666654,2.7375000000000007,3.0812499999999994,3.0451612903225813,3.8387096774193554,1.77741935483871,2.690322580645161,Low,Medium,Very Low
Oman,OMN,OMN,Middle East & North Africa,High income: nonOECD,Western Asia,5.0,3.2,2.0,3.2,Low,10.5,10.1,0.349999994,5.107999802,2.633000016,36.47200012,95.44599915,58.41999817,8.73873816,11.6022183,1.764087549,16415.15728,-1.682101824,201000000000.0,41680,2793444,133.3662907,437000,22.24650599,75.36070706,2.392786956,35.43068637,4829483,308,95.50499725,96.22499847,100,6.76,16,20.031,9674,41.965,19415,100,80,100,100,100,80,80,80,80,80,80,80,100,100,80,80,80,100,0,0,0.0,4.500000000000001,4.6049999999999995,3.7050000000000005,4.154999999999999,,,,,High,Low,Low
Pakistan,PAK,PAK,South Asia,Lower middle income,Southern Asia,5.6,6.0,5.3,5.6,High,34.9,19.9,65.25599670000001,29.47400093,55.48300171,27.45400047,17.88699913,43.0719986,0.853498388,1.318677191,5.830241905,1482.403063,3.67671211,1240000000000.0,5860,73943927,72.55706103,-1166895,35.269814600000004,60.41741109,4.312774311,19.79189306,212215030,1404019,28.6079998,46.75600052,60,4.73,6,9.801,208007,6.683,103777,20,20,40,40,80,60,60,60,40,40,60,40,20,40,20,40,40,40,0,4780973,2698.63,5.0375000000000005,5.1625,5.175,5.075,4.732558139534883,5.0023255813953496,5.027906976744186,4.872093023255812,High,High,High
Panama,PAN,PAN,Latin America & Caribbean,Upper middle income,Central America,4.0,4.5,3.5,4.0,Medium,15.6,7.7,7.84499979,18.00200081,34.21799946,24.66699982,82.33499908,57.33100128,12.93361128,17.43839704,3.6770136289999997,15575.07255,1.9369640730000002,98382996783.0,23550,2070252,137.00142380000003,56000,27.06230432,64.83296460000001,8.10473108,63.06276362,4176873,2518,64.61100006,61.31999969,83,14.63,23,15.687000000000001,6333,30.741,12840,100,60,60,80,100,100,80,80,80,80,80,80,80,60,60,60,60,80,0,0,91.04,3.774074074074074,4.633333333333334,3.955555555555555,4.055555555555555,3.75,4.3625,3.910416666666666,3.9395833333333345,Medium,Medium,Medium
Papua New Guinea,PNG,PNG,East Asia & Pacific,Lower middle income,Melanesia,5.6,4.9,6.9,5.7,High,36.1,17.9,60.51800156,56.20800018,77.92200089,10.42500019,36.80599976,33.36700058,0.21331978199999999,1.8724736419999999,-0.8207742379999999,2730.274799,-2.760114412,36334539993.0,4220,2672011,47.61771578,-3999,35.815934399999996,60.73879635,3.445269251,32.36924347,8606316,10026,12.03600025,28.64599991,13,9.54,0,0.6990000000000001,602,4.548,3237,20,20,20,60,40,80,80,60,40,60,20,20,20,20,20,40,20,20,545036,16451,243.03,4.1000000000000005,4.3,3.763636363636363,3.9454545454545453,4.732558139534883,5.0023255813953496,5.027906976744186,4.872093023255812,High,Medium,Very High
Paraguay,PRY,PRY,Latin America & Caribbean,Lower middle income,South America,2.7,4.7,4.1,3.7,Medium,13.7,9.6,14.54100037,23.86800003,37.48400021,25.04800034,77.60500336,51.08399963,4.610364537,4.352373885,3.676623231,5821.814323,2.349990344,91937085253.0,13220,3596770,106.95257920000002,-82780,29.440505600000005,64.12927939,6.430215008999999,75.21655521,6956071,266,56.44200134,57.61199951,90,11.92,13,13.544,9421,16.604,10399,60,40,40,100,80,80,80,80,40,60,40,40,40,40,80,60,60,80,46300,623190,20.28,3.774074074074074,4.633333333333334,3.955555555555555,4.055555555555555,4.732558139534883,5.0023255813953496,5.027906976744186,4.872093023255812,Low,Medium,Medium
Peru,PER,PER,Latin America & Caribbean,Upper middle income,South America,4.2,5.1,4.5,4.6,Medium,20.3,6.6,25.83600044,28.69000053,50.41799927,21.05200005,65.59999847,50.25799942,7.347014075,9.801573564,3.976935718,6941.235848,2.205617031,439000000000.0,13710,18864820,123.75975449999999,495345,25.79060285,66.12100436,8.088392792,41.69272611,31989256,2529,40.26300049,50.13299942,74,15.0,16,13.048,40352,24.398000000000003,78048,100,40,60,60,40,100,80,40,40,80,80,40,40,40,40,0,0,40,9319,42679,620.43,3.774074074074074,4.633333333333334,3.955555555555555,4.055555555555555,3.75,4.3625,3.910416666666666,3.9395833333333345,Medium,High,Medium
Philippines,PHL,PHL,East Asia & Pacific,Lower middle income,South-Eastern Asia,4.7,5.4,4.0,4.7,Medium,25.2,7.1,13.77799988,29.48500061,32.69899893,25.50799942,76.39299774,45.00699997,3.675257165,3.8747641689999996,6.243737742,3102.713363,4.770738946,1150000000000.0,10740,44815316,126.1986393,-335758,30.963040200000002,63.91439103,5.122568768,26.95026589,106651922,642,60.14500046,65.88200378,77,10.01,5,6.004,63141,49.351000000000006,526331,40,40,40,40,60,60,40,40,40,60,60,60,60,0,60,80,60,60,11282941,5346441,760.59,4.1000000000000005,4.3,3.763636363636363,3.9454545454545453,4.732558139534883,5.0023255813953496,5.027906976744186,4.872093023255812,Medium,High,Medium
Poland,POL,POL,Europe & Central Asia,High income: OECD,Eastern Europe,2.6,4.0,2.9,3.1,Low,5.0,6.1,7.995999812999999,10.23400021,16.05900002,43.72499847,74.69400024,46.04199982,16.12518272,17.33905581,5.148018484,15420.91116,5.137713695,1140000000000.0,30010,18223701,134.7484225,-146976,15.05227681,67.42990642,17.51781676,7.750387608,37974750,12506,84.18699646,76.46499634,99,10.7,65,23.788,90284,68.926,233012,100,60,80,100,20,0,0,60,80,80,80,0,80,0,80,80,0,80,0,157,0.0,3.014583333333333,3.8666666666666654,2.7375000000000007,3.0812499999999994,3.0451612903225813,3.8387096774193554,1.77741935483871,2.690322580645161,Low,Medium,Low
Portugal,PRT,PRT,Europe & Central Asia,High income: OECD,Southern Europe,2.7,3.9,2.2,2.9,Low,10.2,9.8,3.7960000039999997,7.809000015,11.84800011,33.86600113,81.04199982,58.32500076,36.90145066,49.46726334,2.441266929,23407.906590000002,2.625968365,336000000000.0,32680,5223005,115.63304240000001,-30001,13.45790782,64.58823464,21.95385754,43.6597443,10283822,2136,87.51899719,79.35199738,100,11.91,34,51.24,52718,69.74600000000001,68976,100,80,80,100,100,80,80,80,80,80,80,80,100,100,80,100,100,80,417,0,0.0,3.014583333333333,3.8666666666666654,2.7375000000000007,3.0812499999999994,3.0451612903225813,3.8387096774193554,1.77741935483871,2.690322580645161,Low,Medium,Low
Qatar,QAT,QAT,Middle East & North Africa,High income: nonOECD,Western Asia,5.0,2.4,2.1,2.9,Low,5.2,15.6,0.009000000000000001,1.381000042,0.14400000300000002,61.99599838,93.61599731,36.6230011,9.631079325,16.25232503,1.4933399930000002,68793.78444,-0.584669133,346000000000.0,124410,2124485,141.85582680000002,200000,13.54076419,85.08916548,1.370070339,25.14393779,2781677,190,99.60299683,99.5739975,100,5.83,12,24.851999999999997,6913,72.628,19895,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,80,80,80,1500,0,-81.0,4.500000000000001,4.6049999999999995,3.7050000000000005,4.154999999999999,,,,,High,Low,Low
Republic of Korea,KOR,KOR,East Asia & Pacific,High income: OECD,Eastern Asia,3.9,4.2,1.2,2.7,Low,10.1,6.9,4.611000061,5.073999882,19.04099965,33.7519989,82.06400299,61.17399979,41.59692858,50.62729196,2.668311402,31362.75147,2.33217302,2070000000000.0,40090,28450476,129.67278829999998,58657,12.97332358,72.60812059,14.41855583,23.68789053,51606633,2903,77.6269989,73.30699921,100,12.28,115,23.608,120630,73.009,373601,100,100,100,60,100,100,100,100,100,100,100,100,100,100,80,100,100,100,0,87849,4.05,4.1000000000000005,4.3,3.763636363636363,3.9454545454545453,3.0451612903225813,3.8387096774193554,1.77741935483871,2.690322580645161,Medium,Medium,Very Low
Republic of Moldova,MDA,MDA,Europe & Central Asia,Lower middle income,Eastern Europe,3.2,3.8,4.3,3.7,Medium,4.2,5.7,32.68099976,39.21400070000001,37.34700131,22.17900085,55.74599838,38.60699844,15.37866762,27.34983504,3.4,3227.3121920000003,3.496608997,27020228933.0,7620,1281378,88.01395083,-6935,15.86009086,72.67035279999999,11.46955634,33.72028098,2706049,418,65.94300079,58.70199966,76,13.32,58,32.066,13018,49.235,19311,80,60,80,60,60,80,80,40,20,80,60,40,60,80,60,60,80,40,0,5460,0.29,3.014583333333333,3.8666666666666654,2.7375000000000007,3.0812499999999994,4.732558139534883,5.0023255813953496,5.027906976744186,4.872093023255812,Low,Medium,Medium
Republic of North Macedonia,MKD,MKD,Europe & Central Asia,Upper middle income,Southern Europe,3.1,4.0,3.7,3.6,Medium,1.9,9.3,14.40200043,16.01600075,19.02799988,34.53599929999999,58.97900009,49.44800186,20.54598343,18.38256863,2.664591889,6083.718948,2.617176945,32644207769.0,15670,959187,94.53430868,-4999,16.51699963,69.81281899,13.67018138,48.38782618,2082958,412,81.01899719,73.86100006,99,12.89,44,28.736,5975,37.917,7884,80,40,60,60,60,80,60,40,60,60,40,60,60,80,60,80,80,40,0,0,0.0,3.014583333333333,3.8666666666666654,2.7375000000000007,3.0812499999999994,3.75,4.3625,3.910416666666666,3.9395833333333345,Low,Medium,Medium
Romania,ROU,ROU,Europe & Central Asia,Upper middle income,Eastern Europe,2.6,4.5,3.2,3.3,Low,4.2,6.9,21.53199959,21.84000015,23.72199917,36.67100143,57.00400162,41.48899841,26.05849633,18.76334774,3.953810542,12301.1864,4.559978445,536000000000.0,27520,8933410,116.2456038,-369997,15.53455496,66.12674365,18.33870139,17.32084793,19466145,4157,76.70899963,74.08100128,84,12.84,63,29.807,58583,73.891,141821,100,60,60,100,80,80,80,60,60,80,60,80,100,60,60,40,40,40,2700,362,0.0,3.014583333333333,3.8666666666666654,2.7375000000000007,3.0812499999999994,3.75,4.3625,3.910416666666666,3.9395833333333345,Low,Medium,Low
Russian Federation,RUS,RUS,Europe & Central Asia,High income: nonOECD,Eastern Europe,2.3,4.3,2.5,2.9,Low,4.8,6.1,3.901000023,7.513999939,5.350000024,37.17399979,80.51100159,55.31200027,22.0008863,20.65975074,2.254804346,11288.87845,2.261780504,3950000000000.0,26900,73023442,157.43131200000002,912279,17.91408058,67.41121109999999,14.67470832,11.53971857,144478050,77397,94.26599884,92.21099854,90,9.49,82,37.494,543604,85.429,1243250,100,100,80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,14975,43204,6.41,3.014583333333333,3.8666666666666654,2.7375000000000007,3.0812499999999994,,,,,Low,Medium,Low
Rwanda,RWA,RWA,Sub-Saharan Africa,Low income,Eastern Africa,6.0,5.4,4.3,5.2,High,42.4,5.1,71.51200104,52.67599869,67.99599838,15.375,25.66200066,31.95000076,0.06097397400000001,0.105348981,8.606705997999999,772.9444599,5.772764955,27114274315.0,2200,6361963,78.85411036,-44998,39.97557302,57.086230900000004,2.9381960780000003,49.96186157,12301939,145360,22.56900024,41.95899963,67,9.86,16,1.34,1648,12.044,13345,100,80,100,100,100,80,60,60,40,40,60,60,60,80,100,40,40,40,26423,5958,436.56,6.263043478260868,5.606521739130434,6.282608695652174,6.021739130434782,6.3470588235294105,5.897058823529411,6.447058823529412,6.202941176470589,High,High,Medium
Saint Lucia,LCA,LCA,Latin America & Caribbean,Upper middle income,Caribbean,2.9,4.7,4.0,3.8,Medium,9.7,11.6,11.41699982,21.84799957,29.596999999999998,26.91900063,81.44200134,51.23300171,17.73884072,20.05014047,0.85713557,10566.04975,0.339234187,2362064176.0,12990,99985,101.6795958,0,18.528883,71.66458664,9.806530356,0.0,181889,2,69.84999847,58.5929985,88,11.47,13,6.409,116,31.546999999999997,476,80,40,60,100,100,60,80,80,80,80,80,60,60,60,60,80,100,40,0,0,0.0,3.774074074074074,4.633333333333334,3.955555555555555,4.055555555555555,3.75,4.3625,3.910416666666666,3.9395833333333345,Low,Medium,Medium
Saint Vincent and the Grenadines,VCT,VCT,Latin America & Caribbean,Upper middle income,Caribbean,3.8,3.4,4.6,3.9,Medium,13.4,11.6,4.710999966,15.03100014,19.86499906,29.39500046,88.57900238,55.57500076,22.33261653,17.43836822,2.163128944,7361.400962000001,1.8080933000000001,1340595264.0,12160,56646,96.06572847,-1000,22.54130713,67.86890601,9.589786862999999,0.0,110210,0,78.98300171,71.48200226,87,14.82,26,6.648,72,70.145,773,20,20,60,60,100,80,40,60,60,80,60,20,40,60,40,20,20,20,0,0,0.0,3.774074074074074,4.633333333333334,3.955555555555555,4.055555555555555,3.75,4.3625,3.910416666666666,3.9395833333333345,Medium,Low,Medium
Samoa,WSM,WSM,East Asia & Pacific,Lower middle income,Polynesia,1.8,3.5,3.4,2.8,Low,12.0,9.2,6.626999855,42.56299973,29.98300028,17.84300041,60.11100006,39.59400177,0.8661288340000001,4.327572792,-2.168099125,4183.407935,-2.556174478,1226825736.0,6260,53601,63.58317294,-14013,38.32069709,56.87889093,4.800411974,0.0,196130,3,74.14600372,63.31700134,98,15.08,0,3.445,67,24.885,488,100,100,100,100,100,80,80,80,80,80,80,80,60,100,80,80,40,80,0,2936,43.37,4.1000000000000005,4.3,3.763636363636363,3.9454545454545453,4.732558139534883,5.0023255813953496,5.027906976744186,4.872093023255812,Very Low,Medium,Low
Sao Tome and Principe,STP,STP,Sub-Saharan Africa,Lower middle income,Middle Africa,6.0,3.7,5.7,5.0,High,33.9,2.4,8.847000122,24.12599945,48.11400032,25.84399986,87.81800079,50.02999878,0.737816783,2.511041189,2.657693757,2001.1409019999999,0.7415089109999999,725635668.0,3440,71890,77.05612525,-8401,42.51994996,54.55437193,2.9256781089999997,0.0,211028,0,42.68000031,54.00099945,43,12.39,29,0.531,11,19.242,406,40,20,20,40,20,40,40,40,40,60,20,40,40,60,20,40,40,20,0,0,0.0,6.263043478260868,5.606521739130434,6.282608695652174,6.021739130434782,4.732558139534883,5.0023255813953496,5.027906976744186,4.872093023255812,High,Medium,High
Saudi Arabia,SAU,SAU,Middle East & North Africa,High income: nonOECD,Western Asia,3.7,3.1,3.3,3.4,Low,10.6,15.8,0.34700000299999995,2.7130000589999996,3.015999917,28.07600021,97.51300049,69.21099854,20.24129125,15.98505772,2.434110778,23338.96346,0.607923521,1880000000000.0,55840,14387983,122.57331119999999,674895,25.04284813,71.64306385,3.314088023,24.44346536,33699947,266,98.625,94.58899689,100,8.21,27,26.116999999999997,88023,54.763000000000005,180571,100,60,60,100,80,80,40,80,80,80,80,80,60,100,80,80,80,80,0,1418,0.0,4.500000000000001,4.6049999999999995,3.7050000000000005,4.154999999999999,,,,,Medium,Low,Low
Senegal,SEN,SEN,Sub-Saharan Africa,Lower middle income,Western Africa,6.6,4.8,5.6,5.6,High,45.7,2.4,24.94000053,33.45500183,64.62800026,18.83499908,69.54100037,47.70999908,0.8188302959999999,1.906375946,6.766293824,1521.953554,3.837062008,58244252482.0,3670,4255464,104.450641,-100001,43.05543037,53.85774593,3.086823701,39.80784524,15854360,14359,27.29899979,39.33100128,51,8.04,3,0.691,1066,3.127,2820,40,60,60,80,80,60,40,60,40,60,60,40,40,40,40,40,40,60,0,8968,192.65,6.263043478260868,5.606521739130434,6.282608695652174,6.021739130434782,4.732558139534883,5.0023255813953496,5.027906976744186,4.872093023255812,Very High,Medium,High
Serbia,SRB,SRB,Europe & Central Asia,Upper middle income,Southern Europe,2.7,3.8,3.5,3.3,Low,2.4,9.0,13.11999989,17.29199982,24.29699898,33.68700027,68.08799744,49.02000046,17.632663600000004,29.24869876,4.392237239,7246.731656,4.971964525,115000000000.0,16540,3223416,95.78099081,20000,15.68968075,65.96452656,18.34579269,35.47528835,6982604,30954,76.59300232,68.58300018,98,13.86,57,31.131,27563,60.855,53881,100,80,80,80,60,80,40,80,80,80,80,40,80,100,80,0,0,80,231,11650,10.66,3.014583333333333,3.8666666666666654,2.7375000000000007,3.0812499999999994,3.75,4.3625,3.910416666666666,3.9395833333333345,Low,Medium,Medium
Sierra Leone,SLE,SLE,Sub-Saharan Africa,Low income,Western Africa,7.2,5.5,6.6,6.4,High,57.9,2.4,51.97999954,57.90000153,86.12500334,11.55799961,46.63499832,30.54199982,0.0,0.22701709,3.446162621,533.9911843,1.259327721,11395485370.0,1490,2681164,88.46989546,-21000,41.05963935,55.97380444,2.9665562110000003,35.30783223,7650154,592,5.2449998860000004,17.31800079,16,10.84,4,0.251,165,2.239,1328,60,20,20,40,40,80,40,20,60,80,60,40,40,20,80,40,40,20,0,5000,87.65,6.263043478260868,5.606521739130434,6.282608695652174,6.021739130434782,6.3470588235294105,5.897058823529411,6.447058823529412,6.202941176470589,Very High,High,Very High
Singapore,SGP,SGP,East Asia & Pacific,High income: nonOECD,South-Eastern Asia,4.0,2.5,1.0,2.2,Low,22.7,5.5,0.330000013,1.008000016,9.665999621000001,18.94099998,89.05400085,80.0510025,27.97221502,34.75467386,3.1394645430000003,64581.94402,2.656150008,534000000000.0,94670,3531132,148.821563,135142,12.27828264,76.25833717,11.46338019,100.0,5638676,3,90.84100342,82.50099945,100,14.15,24,22.936,12967,62.431999999999995,35636,100,100,100,100,100,100,100,100,80,80,80,100,100,100,100,100,100,80,0,0,-0.5,4.1000000000000005,4.3,3.763636363636363,3.9454545454545453,,,,,Medium,Low,Very Low
Slovak Republic,SVK,SVK,Europe & Central Asia,High income: OECD,Eastern Europe,2.5,4.0,2.9,3.1,Low,4.8,6.5,1.0909999609999999,3.082000017,11.79799993,49.32400131,78.58599854,47.59400177,27.65439443,13.25329442,4.033703043,19442.70576,3.885130152,180000000000.0,33060,2740077,132.80182299999998,7423,15.44613676,68.92461673,15.629246499999999,14.6907818,5446771,949,90.22599792,81.25499725,98,14.95,58,34.156,18608,3.187,0,100,100,100,100,100,100,60,80,60,100,100,60,100,60,60,80,80,60,0,0,0.0,3.014583333333333,3.8666666666666654,2.7375000000000007,3.0812499999999994,3.0451612903225813,3.8387096774193554,1.77741935483871,2.690322580645161,Low,Medium,Low
Slovenia,SVN,SVN,Europe & Central Asia,High income: OECD,Southern Europe,2.4,3.6,1.8,2.5,Low,5.0,5.9,4.676000118,5.693999767,11.19599962,44.61800003,74.98200226,49.68899918,29.48917552,33.43423955,4.118217859,26123.973869999998,4.068661066000001,77420947580.0,37450,1024236,118.6742271,9999,15.02177505,65.3713453,19.60687965,0.0,2073894,749,88.29799652,82.23600006,99,12.83,46,30.861,6408,99.745,20505,100,80,80,100,100,80,100,60,80,80,100,80,100,80,60,80,80,80,0,0,0.0,3.014583333333333,3.8666666666666654,2.7375000000000007,3.0812499999999994,3.0451612903225813,3.8387096774193554,1.77741935483871,2.690322580645161,Low,Medium,Very Low
Solomon Islands,SLB,SLB,East Asia & Pacific,Lower middle income,Melanesia,5.7,4.1,6.6,5.4,High,22.2,19.0,37.52399826,37.65800095,65.67699909,14.60299969,58.27700043,47.74000168,0.227921275,1.138074647,3.85471177,2137.690695,1.179036123,1512823389.0,2320,336182,73.83377983,-7998,40.2415843,56.15946524,3.5989504589999997,0.0,652858,3,24.73900032,41.44100189,34,12.54,14,1.9369999999999998,120,21.642,1413,40,40,20,20,60,80,40,40,20,60,20,20,20,60,20,20,20,40,1000,0,10.11,4.1000000000000005,4.3,3.763636363636363,3.9454545454545453,4.732558139534883,5.0023255813953496,5.027906976744186,4.872093023255812,High,Medium,Very High
Somalia,SOM,SOM,Sub-Saharan Africa,Low income,Eastern Africa,6.5,7.6,8.1,7.4,Very High,64.2,5.1,86.95300293,81.94699859999999,87.24499893,4.1750001910000005,11.44099998,13.87699986,0.67173074,0.49839334799999996,-1.484075684,314.54416569999995,-2.736255088,0.0,0,3924554,50.99230249,-200002,46.57658407,50.55010499,2.8733109430000003,30.84199483,15008154,16741,5.464000225,13.51900005,38,0.0,9,0.23,309,1.119,825,20,20,20,40,20,80,20,20,20,20,20,100,20,40,20,20,20,20,928000,2030000,24048.31,6.263043478260868,5.606521739130434,6.282608695652174,6.021739130434782,6.3470588235294105,5.897058823529411,6.447058823529412,6.202941176470589,Very High,Very High,Very High
South Africa,ZAF,ZAF,Sub-Saharan Africa,Upper middle income,Southern Africa,4.4,5.3,3.9,4.5,Medium,39.6,12.7,3.7320001130000002,6.153999805,10.29799986,31.92099953,84.82800293,61.92499924,1.9154953590000001,5.788707805,0.78705557,6374.028196,-0.572080197,766000000000.0,13250,23300270,159.9306644,727026,29.07948915,65.60250585,5.318005005,14.30890325,57779622,89285,87.45600128,82.08399963,76,14.23,28,9.054,51616,13.078,74556,80,100,100,60,100,20,60,60,60,80,80,40,20,40,60,60,60,80,0,754520,2.96,6.263043478260868,5.606521739130434,6.282608695652174,6.021739130434782,3.75,4.3625,3.910416666666666,3.9395833333333345,Medium,High,Medium
South Sudan,SSD,SSD,Sub-Saharan Africa,Low income,Eastern Africa,6.6,7.5,8.3,7.4,Very High,63.4,10.2,73.22299957,41.34999847,84.85400009,19.625,18.926000600000002,39.02500153,0.00182217,0.0,-10.79336462,1119.6513320000001,-12.13179823,18155102209.0,1720,4679031,33.46296855,-870998,41.82012143,54.78139569,3.39848288,17.13546256,10975920,291842,8.102000237,15.20600033,11,4.0,0,0.0,0,0.0,0,20,40,40,20,80,100,60,40,40,60,20,20,20,20,20,40,20,20,0,234812,29112.27,6.263043478260868,5.606521739130434,6.282608695652174,6.021739130434782,6.3470588235294105,5.897058823529411,6.447058823529412,6.202941176470589,Very High,Very High,Very High
Spain,ESP,ESP,Europe & Central Asia,High income: OECD,Southern Europe,2.9,4.7,1.7,2.9,Low,5.1,6.9,2.073999882,5.7449998860000004,10.98200044,29.55999947,88.95700073,64.69499969,32.50380176,41.72878216,2.351008131,30370.892330000002,2.065112042,1860000000000.0,39800,22943908,115.99421480000001,200000,14.66700111,65.95449137,19.37850752,17.31228414,46796540,20457,88.23200226,80.67900085,100,14.5,30,38.723,180633,57.295,267266,100,100,80,100,100,80,80,80,100,100,80,100,100,100,60,80,80,80,0,3820,-0.47,3.014583333333333,3.8666666666666654,2.7375000000000007,3.0812499999999994,3.0451612903225813,3.8387096774193554,1.77741935483871,2.690322580645161,Low,Medium,Very Low
Sri Lanka,LKA,LKA,South Asia,Lower middle income,Southern Asia,3.4,4.5,4.8,4.2,Medium,7.5,10.7,27.43199921,23.02899933,38.99600029,30.49699974,44.55699921,46.47399902,7.274625469,11.65341099,3.209131128,4102.48135,2.132746096,284000000000.0,13110,8920237,142.6507235,-489932,24.19700102,65.32977922,10.47321975,14.9814836,21670000,800,55.88700104,59.0530014,96,11.17,35,10.041,21316,21.803,37000,40,60,100,40,80,80,80,60,20,60,20,60,60,80,60,60,60,40,303712,383190,104.51,5.0375000000000005,5.1625,5.175,5.075,4.732558139534883,5.0023255813953496,5.027906976744186,4.872093023255812,Low,Medium,Medium
